,total_annual_inc,fico_score,home_ownership,installment,loan_amnt,earliest_cr_line,issue_d,dti_jnt,mort_acc,term,verification_status_joint,zip_code,open_acc,total_acc,revol_util,credit_ratio,installment_ratio,credit_history
27339,179000.0,662.0,2,427.78,12000.0,062007,122016,16.04,0.0,0,2,90,14.0,17.0,47.6,0.824,0.036,3471
27340,127000.0,727.0,3,197.69,6000.0,112002,122016,37.66,0.0,0,2,56,14.0,18.0,53.0,0.778,0.033,5144
27341,211000.0,742.0,3,618.22,26575.0,092004,122016,28.88,2.0,1,2,75,16.0,45.0,36.2,0.34,0.023,4474
27342,288000.0,722.0,3,460.1,20000.0,082002,122016,16.69,3.0,1,2,70,8.0,22.0,98.3,0.364,0.023,5236
27343,184000.0,702.0,3,437.63,18000.0,052004,122016,30.04,1.0,1,2,55,20.0,34.0,87.9,0.588,0.024,4597
27344,203000.0,712.0,3,305.88,15000.0,091999,122016,31.67,4.0,1,2,07,19.0,37.0,46.2,0.514,0.02,6301
27345,97000.0,702.0,2,688.79,20300.0,021978,122016,31.28,2.0,0,2,17,16.0,37.0,51.3,0.432,0.034,14183
27346,62000.0,717.0,2,242.63,7000.0,052013,122016,10.15,0.0,0,2,33,9.0,12.0,25.3,0.75,0.035,1310
27347,180000.0,697.0,2,972.51,36800.0,091997,122016,25.96,0.0,1,2,96,6.0,17.0,64.1,0.353,0.024,7031
27348,211000.0,727.0,2,1247.68,35000.0,121997,122016,34.56,0.0,0,2,22,4.0,13.0,98.3,0.308,0.036,6940
27349,184500.0,702.0,3,1039.82,30000.0,041997,122016,31.06,2.0,0,2,27,11.0,30.0,77.7,0.367,0.035,7184
27350,249000.0,682.0,3,805.66,24000.0,011991,122016,29.94,7.0,0,2,44,11.0,39.0,82.3,0.282,0.034,9466
27351,143000.0,767.0,3,418.74,18000.0,041988,122016,14.67,1.0,1,2,29,8.0,20.0,40.0,0.4,0.023,10471
27352,118400.0,667.0,3,222.96,6000.0,071995,122016,18.78,1.0,0,2,33,5.0,17.0,18.2,0.294,0.037,7824
27353,186000.0,732.0,2,777.55,25000.0,022005,122016,15.48,0.0,0,2,95,13.0,15.0,20.9,0.867,0.031,4321
27354,225000.0,662.0,3,1247.68,35000.0,121998,122016,26.86,6.0,0,2,79,13.0,35.0,63.5,0.371,0.036,6575
27355,100755.44,667.0,3,675.06,18675.0,012001,122016,36.2,3.0,0,2,46,6.0,21.0,94.4,0.286,0.036,5813
27356,140000.0,687.0,2,503.87,17000.0,122002,122016,29.45,0.0,1,2,93,10.0,12.0,54.2,0.833,0.03,5114
27357,276000.0,727.0,3,644.67,30000.0,041984,122016,21.42,2.0,1,2,10,21.0,36.0,37.5,0.583,0.021,11932
27358,129000.0,662.0,3,355.77,11275.0,122003,122016,33.61,3.0,1,2,23,9.0,16.0,66.6,0.562,0.032,4749
27359,155000.0,682.0,3,649.68,25050.0,052003,122016,19.49,2.0,1,2,71,10.0,33.0,25.6,0.303,0.026,4963
27360,160000.0,677.0,3,956.55,35000.0,091994,122016,15.21,1.0,1,2,85,6.0,13.0,78.2,0.462,0.027,8127
27361,179000.0,787.0,3,371.85,12000.0,031989,122016,5.16,3.0,0,2,11,16.0,33.0,4.4,0.485,0.031,10137
27362,141000.0,662.0,3,507.76,20000.0,032006,122016,26.89,3.0,1,2,89,6.0,19.0,77.2,0.316,0.025,3928
27363,240000.0,717.0,3,557.77,18000.0,121999,122016,11.97,5.0,0,2,92,7.0,17.0,60.9,0.412,0.031,6210
27364,218000.0,662.0,3,812.42,32000.0,041999,122016,25.28,6.0,1,2,30,13.0,29.0,62.5,0.448,0.025,6454
27365,199156.25,722.0,3,1097.01,31650.0,011995,122016,26.53,1.0,0,2,70,16.0,32.0,37.6,0.5,0.035,8005
27366,117500.0,677.0,2,722.95,20000.0,112013,122016,21.28,0.0,0,2,11,13.0,13.0,38.1,0.923,0.036,1126
27367,118393.6,677.0,2,373.24,11000.0,082009,122016,25.94,0.0,0,2,78,9.0,21.0,62.1,0.429,0.034,2679
27368,132000.0,677.0,3,904.69,26950.0,052002,122016,30.73,0.0,0,2,72,11.0,16.0,71.1,0.688,0.034,5328
27369,98000.0,702.0,2,534.72,15000.0,072011,122016,28.5,0.0,0,2,38,9.0,9.0,62.4,0.923,0.036,1980
27370,175200.0,787.0,3,252.97,8400.0,071989,122016,22.72,0.0,0,2,43,11.0,29.0,22.1,0.379,0.03,10015
27371,216000.0,702.0,2,824.29,25000.0,082002,122016,22.52,3.0,0,2,89,10.0,19.0,64.2,0.526,0.033,5236
27372,155000.0,697.0,3,460.58,14700.0,091991,122016,20.37,4.0,0,2,78,15.0,35.0,35.4,0.429,0.031,9223
27373,210000.0,697.0,3,688.01,19850.0,011998,122016,22.28,4.0,0,2,91,13.0,31.0,61.9,0.419,0.035,6909
27374,80000.0,662.0,3,475.03,14000.0,032004,122016,18.37,1.0,0,2,65,5.0,18.0,62.0,0.278,0.034,4658
27375,149000.0,687.0,3,1104.54,27600.0,052005,122016,46.43,2.0,0,2,83,9.0,15.0,43.4,0.6,0.04,4232
27376,140000.0,672.0,1,412.43,12750.0,081997,122016,29.27,0.0,1,2,10,17.0,40.0,43.0,0.425,0.032,7062
27377,188000.0,737.0,3,850.95,35000.0,031995,122016,25.21,3.0,1,2,81,10.0,26.0,53.8,0.385,0.024,7946
27378,128000.0,682.0,3,880.5,33950.0,011999,122016,15.45,2.0,1,2,75,14.0,26.0,59.0,0.538,0.026,6544
27379,101600.0,702.0,2,537.11,16000.0,122004,122016,29.05,0.0,0,2,98,10.0,22.0,80.7,0.455,0.034,4383
27380,193500.0,692.0,3,263.39,8000.0,021996,122016,34.58,3.0,0,2,21,9.0,35.0,81.6,0.257,0.033,7609
27381,237200.0,677.0,2,1247.68,35000.0,042004,122016,22.94,1.0,0,2,75,16.0,24.0,57.3,0.667,0.036,4627
27382,325727.04144222336,667.0,2,744.42,32000.0,071997,122016,44.77,0.0,1,2,11,5.0,11.0,92.2,0.455,0.023,7093
27383,50000.0,687.0,1,157.6,4300.0,111997,122016,19.56,0.0,0,2,32,7.0,11.0,52.5,0.636,0.037,6970
27384,150178.0,667.0,3,1083.67,27625.0,042007,122016,29.92,1.0,0,2,75,11.0,23.0,74.1,0.478,0.039,3532
27385,108000.0,697.0,1,537.11,16000.0,022002,122016,22.62,1.0,0,2,79,11.0,28.0,50.7,0.393,0.034,5417
27386,108000.0,697.0,3,263.78,8000.0,122001,122016,19.7,3.0,0,2,83,6.0,19.0,57.4,0.316,0.033,5479
27387,64000.0,667.0,2,169.66,5000.0,062008,122016,41.94,0.0,0,2,33,11.0,13.0,60.3,0.846,0.034,3105
27388,113000.0,667.0,1,466.84,18000.0,082007,122016,28.1,0.0,1,2,75,8.0,12.0,85.6,0.667,0.026,3410
27389,89000.0,707.0,2,517.41,19950.0,082008,122016,29.45,0.0,1,2,49,18.0,23.0,41.2,0.783,0.026,3044
27390,50000.0,687.0,2,84.83,2500.0,092006,122016,29.06,0.0,0,2,53,8.0,8.0,28.1,0.923,0.034,3744
27391,180000.0,662.0,2,1080.09,28000.0,022011,122016,25.96,0.0,0,2,97,14.0,22.0,63.0,0.636,0.039,2130
27392,124800.0,727.0,2,739.11,31075.0,081987,122016,25.94,0.0,1,2,73,22.0,24.0,25.7,0.923,0.024,10715
27393,188000.0,722.0,1,1187.57,35000.0,082005,122016,15.0,0.0,0,2,95,3.0,11.0,76.0,0.273,0.034,4140
27394,59600.0,787.0,1,154.94,5000.0,091974,122016,26.14,0.0,0,2,92,9.0,16.0,8.6,0.562,0.031,15432
27395,181000.0,677.0,3,738.56,22400.0,102004,122016,22.76,4.0,0,2,13,15.0,36.0,68.7,0.417,0.033,4444
27396,136000.0,687.0,3,417.97,11725.0,122012,122016,24.2,2.0,0,2,98,13.0,17.0,64.5,0.765,0.036,1461
27397,225000.0,707.0,3,558.32,24000.0,042008,122016,20.9,3.0,1,2,02,16.0,23.0,52.6,0.696,0.023,3166
27398,234000.0,732.0,3,951.39,36800.0,121999,122016,24.53,3.0,1,2,85,18.0,29.0,19.1,0.621,0.024,6210
27399,210000.0,707.0,3,888.58,35000.0,091997,122016,22.14,2.0,1,2,99,14.0,35.0,50.8,0.4,0.025,7031
27400,260000.0,697.0,3,527.1,24000.0,041991,122016,22.36,5.0,1,2,80,14.0,29.0,77.0,0.483,0.022,9376
27401,125000.0,682.0,3,369.26,11000.0,102006,122016,24.68,2.0,0,2,47,11.0,24.0,45.3,0.458,0.034,3714
27402,167500.0,667.0,3,377.37,12000.0,022001,122016,25.37,1.0,0,2,89,13.0,30.0,54.8,0.433,0.031,5782
27403,130000.0,687.0,3,655.92,24000.0,012008,122016,10.36,1.0,1,2,33,4.0,5.0,45.8,0.8,0.027,3257
27404,189720.0,662.0,3,1054.57,30000.0,102006,122016,24.6,3.0,0,2,22,19.0,32.0,44.2,0.594,0.035,3714
27405,230348.0,667.0,3,903.69,25000.0,022001,122016,21.52,1.0,0,2,77,7.0,15.0,91.9,0.467,0.036,5782
27406,89520.0,687.0,3,335.69,10000.0,022010,122016,47.04,1.0,0,2,74,10.0,13.0,66.0,0.769,0.034,2495
27407,270000.0,717.0,3,832.47,35000.0,101999,122016,27.64,1.0,1,2,90,15.0,23.0,76.2,0.652,0.024,6271
27408,124304.0,722.0,3,786.19,25000.0,052004,122016,31.46,1.0,0,2,89,22.0,32.0,45.8,0.75,0.031,4597
27409,200000.0,687.0,3,658.48,20000.0,121994,122016,47.04,3.0,0,2,36,14.0,45.0,74.0,0.304,0.033,8036
27410,175000.0,677.0,2,623.89,18000.0,102009,122016,17.06,0.0,0,2,60,13.0,22.0,33.0,0.591,0.035,2618
27411,148000.0,702.0,3,625.8,16500.0,101999,122016,22.8,0.0,0,2,53,16.0,28.0,57.6,0.571,0.038,6271
27412,161000.0,712.0,3,933.05,30000.0,062003,122016,12.37,1.0,0,2,32,12.0,16.0,23.7,0.75,0.031,4932
27413,159000.0,692.0,3,802.85,24350.0,042009,122016,35.06,1.0,0,2,70,18.0,31.0,60.5,0.581,0.033,2801
27414,88000.0,667.0,3,629.41,18550.0,062002,122016,19.32,0.0,0,2,92,12.0,29.0,59.1,0.414,0.034,5297
27415,93054.0,702.0,3,354.8,13975.0,121993,122016,32.92,0.0,1,2,18,14.0,21.0,48.2,0.667,0.025,8401
27416,212000.0,662.0,2,759.1,21000.0,092004,122016,30.83,0.0,0,2,80,22.0,45.0,78.2,0.644,0.036,4474
27417,170000.0,662.0,3,807.59,28800.0,102005,122016,33.72,3.0,1,2,60,15.0,22.0,68.4,0.682,0.028,4079
27418,102000.0,717.0,3,389.01,16000.0,061999,122016,14.08,5.0,1,2,98,5.0,10.0,24.5,0.5,0.024,6393
27419,175000.0,707.0,3,680.76,28000.0,012005,122016,22.06,1.0,1,2,17,17.0,45.0,79.5,0.333,0.024,4352
27420,107000.0,727.0,3,361.93,16000.0,062007,122016,11.54,2.0,1,2,84,8.0,27.0,74.0,0.296,0.023,3471
27421,310000.0,677.0,3,1100.66,35000.0,091995,122016,13.28,1.0,0,2,33,12.0,29.0,70.0,0.414,0.031,7762
27422,325000.0,677.0,3,888.58,35000.0,052001,122016,18.18,3.0,1,2,78,18.0,35.0,39.4,0.514,0.025,5693
27423,176000.0,677.0,3,1004.23,25600.0,122001,122016,22.56,0.0,0,2,98,6.0,9.0,85.3,0.667,0.039,5479
27424,238000.0,697.0,3,1174.91,35000.0,092006,122016,12.3,7.0,0,2,53,8.0,22.0,87.9,0.364,0.034,3744
27425,108000.0,712.0,2,789.1,23950.0,072004,122016,34.16,0.0,0,2,32,8.0,15.0,56.5,0.533,0.033,4536
27426,172000.0,667.0,3,668.86,18000.0,092001,122016,27.99,5.0,0,2,95,22.0,45.0,42.5,0.472,0.037,5570
27427,299000.0,742.0,3,761.03,24200.0,032001,122016,17.04,4.0,0,2,53,11.0,25.0,56.5,0.44,0.031,5754
27428,177000.0,667.0,3,263.58,8000.0,081989,122016,21.55,2.0,0,2,17,14.0,29.0,58.5,0.483,0.033,9984
27429,125000.0,722.0,3,998.14,28000.0,062003,122016,27.2,1.0,0,2,86,6.0,20.0,67.8,0.3,0.036,4932
27430,209000.0,692.0,3,812.45,25000.0,101994,122016,8.03,0.0,0,2,63,8.0,15.0,47.8,0.533,0.032,8097
27431,87776.0,717.0,2,661.65,19500.0,102005,122016,21.28,4.0,0,2,42,6.0,27.0,56.2,0.222,0.034,4079
27432,114000.0,662.0,1,722.95,20000.0,072006,122016,15.67,0.0,0,2,45,5.0,9.0,63.8,0.556,0.036,3806
27433,152000.0,702.0,1,692.82,23375.0,101992,122016,34.3,0.0,1,2,65,11.0,27.0,36.9,0.407,0.03,8827
27434,124000.0,687.0,3,618.73,19675.0,092001,122016,23.65,3.0,0,2,24,7.0,23.0,75.3,0.304,0.031,5570
27435,139000.0,707.0,3,275.06,12800.0,062005,122016,14.18,5.0,1,2,46,7.0,23.0,59.9,0.304,0.021,4201
27436,157400.0,682.0,2,395.66,12000.0,072003,122016,4.97,0.0,0,2,91,3.0,11.0,47.2,0.273,0.033,4902
27437,196000.0,687.0,3,465.27,20000.0,092004,122016,15.86,7.0,1,2,42,9.0,45.0,55.0,0.2,0.023,4474
27438,215000.0,672.0,2,1017.92,30000.0,061994,122016,11.34,0.0,0,2,94,7.0,12.0,92.2,0.583,0.034,8219
27439,265000.0,732.0,1,389.01,16000.0,062003,122016,15.58,1.0,1,2,06,12.0,22.0,30.4,0.545,0.024,4932
27440,168500.0,672.0,3,761.64,30000.0,082007,122016,19.84,1.0,1,2,35,11.0,14.0,44.4,0.786,0.025,3410
27441,175000.0,667.0,2,888.58,35000.0,052005,122016,25.35,0.0,1,2,46,12.0,15.0,76.4,0.8,0.025,4232
27442,163000.0,702.0,3,519.91,15000.0,082005,122016,21.02,1.0,0,2,32,16.0,25.0,37.7,0.64,0.035,4140
27443,161528.0,667.0,3,1002.94,26000.0,012002,122016,17.97,4.0,0,2,78,9.0,16.0,73.8,0.562,0.039,5448
27444,98000.0,707.0,1,125.79,4000.0,022005,122016,30.25,0.0,0,2,63,13.0,26.0,40.3,0.5,0.031,4321
27445,80000.0,677.0,3,503.54,15000.0,052003,122016,26.0,2.0,0,2,43,11.0,26.0,67.5,0.423,0.034,4963
27446,124447.0,672.0,3,995.32,29650.0,111990,122016,16.39,2.0,0,2,72,17.0,31.0,38.1,0.548,0.034,9527
27447,60000.0,662.0,3,314.07,11200.0,012002,122016,16.04,1.0,1,2,38,4.0,6.0,63.5,0.667,0.028,5448
27448,185000.0,702.0,2,831.86,24000.0,051997,122016,21.08,0.0,0,2,02,22.0,43.0,48.0,0.581,0.035,7154
27449,174000.0,662.0,3,758.47,29875.0,051976,122016,22.34,7.0,1,2,40,6.0,21.0,72.0,0.286,0.025,14824
27450,137000.0,687.0,3,164.86,5000.0,092001,122016,26.0,0.0,0,2,17,12.0,15.0,74.3,0.8,0.033,5570
27451,207000.0,692.0,2,960.47,24000.0,092005,122016,27.6,0.0,0,2,17,17.0,30.0,81.6,0.567,0.04,4109
27452,112000.0,697.0,3,655.92,24000.0,091998,122016,38.53,1.0,1,2,28,12.0,15.0,44.9,0.8,0.027,6666
27453,120000.0,672.0,2,626.01,19000.0,121998,122016,19.48,0.0,0,2,97,6.0,11.0,81.3,0.545,0.033,6575
27454,150000.0,702.0,2,170.87,5000.0,071999,122016,8.18,0.0,0,2,91,6.0,9.0,64.9,0.667,0.034,6363
27455,253000.0,677.0,3,956.55,35000.0,071997,122016,25.92,2.0,1,2,36,14.0,45.0,25.0,0.264,0.027,7093
27456,185600.0,667.0,3,721.25,21875.0,051996,122016,16.24,4.0,0,2,85,7.0,17.0,55.4,0.412,0.033,7519
27457,290000.0,707.0,3,930.53,36800.0,061995,122016,7.81,0.0,1,2,27,6.0,17.0,78.1,0.353,0.023,7854
27458,101780.0,697.0,3,75.2,2400.0,122005,122016,24.18,3.0,0,2,73,11.0,27.0,87.1,0.407,0.031,4018
27459,254000.0,692.0,3,1037.41,36800.0,032005,122016,28.16,4.0,1,2,92,12.0,35.0,61.6,0.343,0.026,4293
27460,153000.0,682.0,2,460.94,14000.0,121998,122016,15.58,0.0,0,2,27,7.0,19.0,56.1,0.368,0.033,6575
27461,139296.0,707.0,3,583.51,24000.0,061994,122016,22.85,5.0,1,2,81,8.0,17.0,46.6,0.471,0.024,8219
27462,146000.0,687.0,3,505.36,13600.0,091998,122016,10.98,3.0,0,2,57,6.0,18.0,59.1,0.333,0.037,6666
27463,143000.0,682.0,3,1171.55,36050.0,031998,122016,22.54,2.0,0,2,85,17.0,32.0,36.9,0.531,0.032,6850
27464,72000.0,697.0,2,459.14,16800.0,072001,122016,33.9,0.0,1,2,76,8.0,24.0,64.7,0.333,0.027,5632
27465,325727.04144222336,767.0,3,740.95,24000.0,091989,122016,16.16,1.0,0,2,91,13.0,31.0,23.5,0.419,0.031,9953
27466,249000.0,662.0,3,327.96,12000.0,041998,122016,37.12,2.0,1,2,78,16.0,43.0,59.3,0.372,0.027,6819
27467,325727.04144222336,677.0,3,1265.16,35000.0,121996,122016,9.36,1.0,0,2,94,7.0,18.0,92.8,0.389,0.036,7305
27468,110000.0,662.0,1,552.55,15500.0,091998,122016,45.8,1.0,0,2,06,7.0,15.0,82.9,0.467,0.036,6666
27469,150000.0,762.0,3,495.8,16000.0,082001,122016,16.94,3.0,0,2,85,8.0,30.0,15.1,0.267,0.031,5601
27470,159000.0,717.0,2,404.33,13000.0,081998,122016,31.04,3.0,0,2,37,8.0,31.0,24.6,0.258,0.031,6697
27471,300000.0,667.0,3,494.22,15000.0,071997,122016,7.2,6.0,0,2,18,10.0,27.0,65.6,0.37,0.033,7093
27472,150000.0,692.0,3,866.52,25000.0,051999,122016,22.8,3.0,0,2,61,14.0,27.0,74.0,0.519,0.035,6424
27473,265000.0,762.0,3,386.81,18000.0,112001,122016,22.56,3.0,1,2,34,13.0,26.0,63.7,0.5,0.021,5509
27474,202000.0,667.0,3,452.22,18600.0,032005,122016,11.85,1.0,1,2,18,6.0,8.0,95.2,0.75,0.024,4293
27475,182000.0,722.0,3,943.42,30000.0,091995,122016,6.89,0.0,0,2,27,11.0,17.0,19.0,0.647,0.031,7762
27476,256332.0,737.0,3,1236.29,36800.0,091994,122016,28.7,2.0,0,2,95,10.0,22.0,82.0,0.455,0.031,8127
27477,170000.0,702.0,3,956.55,35000.0,102006,122016,18.34,2.0,1,2,76,11.0,29.0,54.2,0.379,0.027,3714
27478,172000.0,672.0,3,653.57,25200.0,032001,122016,23.08,3.0,1,2,48,8.0,36.0,90.5,0.222,0.026,5754
27479,166000.0,712.0,2,933.05,30000.0,011997,122016,29.99,0.0,0,2,11,9.0,17.0,69.7,0.529,0.031,7274
27480,195000.0,672.0,2,263.78,8000.0,012008,122016,21.26,0.0,0,2,89,8.0,16.0,61.0,0.5,0.033,3257
27481,182000.0,697.0,3,1174.91,35000.0,012005,122016,21.64,1.0,0,2,33,6.0,10.0,32.8,0.6,0.034,4352
27482,60000.0,727.0,1,329.72,10000.0,072007,122016,12.22,0.0,0,2,74,4.0,5.0,28.6,0.8,0.033,3441
27483,154000.0,717.0,3,790.17,24000.0,092003,122016,26.08,1.0,0,2,63,13.0,41.0,46.5,0.317,0.033,4840
27484,135000.0,692.0,3,486.26,20000.0,082002,122016,15.21,2.0,1,2,85,7.0,13.0,73.2,0.538,0.024,5236
27485,129000.0,677.0,2,291.76,12000.0,102010,122016,18.72,0.0,1,2,29,11.0,16.0,72.1,0.688,0.024,2253
27486,219000.0,707.0,3,988.43,30000.0,112000,122016,27.69,4.0,0,2,77,9.0,22.0,57.3,0.409,0.033,5874
27487,111000.0,732.0,3,335.69,10000.0,012004,122016,15.29,3.0,0,2,32,21.0,45.0,43.0,0.467,0.034,4718
27488,173000.0,702.0,3,598.13,26000.0,092003,122016,29.1,1.0,1,2,28,18.0,44.0,59.3,0.409,0.023,4840
27489,233000.0,662.0,2,814.21,35000.0,121997,122016,21.66,2.0,1,2,60,7.0,11.0,82.3,0.636,0.023,6940
27490,325727.04144222336,687.0,3,583.6,17700.0,101988,122016,18.31,4.0,0,2,78,13.0,22.0,74.3,0.591,0.033,10288
27491,172500.0,667.0,3,674.93,19200.0,112000,122016,27.18,1.0,0,2,45,12.0,22.0,83.4,0.545,0.035,5874
27492,170000.0,777.0,1,909.94,28000.0,072003,122016,21.54,0.0,0,2,24,5.0,10.0,51.5,0.5,0.032,4902
27493,140000.0,762.0,3,505.14,23000.0,052001,122016,26.0,3.0,1,2,98,11.0,21.0,37.7,0.524,0.022,5693
27494,325727.04144222336,682.0,3,1174.91,35000.0,071996,122016,16.99,3.0,0,2,91,14.0,37.0,46.9,0.378,0.034,7458
27495,158000.0,707.0,3,632.76,27200.0,062003,122016,24.56,2.0,1,2,56,12.0,45.0,64.1,0.235,0.023,4932
27496,182994.0,697.0,3,1145.42,30825.0,051994,122016,34.54,0.0,0,2,75,12.0,15.0,80.0,0.8,0.037,8250
27497,160000.0,787.0,3,481.84,16000.0,101991,122016,17.8,6.0,0,2,69,14.0,37.0,21.2,0.378,0.03,9193
27498,154000.0,692.0,3,1247.68,35000.0,021974,122016,17.08,4.0,0,2,68,13.0,23.0,26.0,0.565,0.036,15644
27499,210000.0,712.0,3,559.2,23000.0,082002,122016,17.38,3.0,1,2,77,9.0,24.0,47.1,0.375,0.024,5236
27500,50000.0,687.0,2,198.66,6025.0,122003,122016,20.62,0.0,0,2,02,4.0,14.0,23.8,0.286,0.033,4749
27501,228000.0,702.0,3,454.97,14000.0,032004,122016,25.95,3.0,0,2,32,16.0,40.0,60.5,0.4,0.032,4658
27502,205000.0,712.0,3,874.18,36800.0,051998,122016,12.26,2.0,1,2,17,9.0,25.0,42.2,0.36,0.023,6789
27503,104000.0,692.0,3,389.01,16000.0,122004,122016,47.04,3.0,1,2,54,18.0,38.0,50.8,0.474,0.024,4383
27504,239800.0,702.0,3,765.24,28000.0,011997,122016,26.54,4.0,1,2,93,19.0,33.0,87.2,0.576,0.027,7274
27505,149000.0,682.0,3,636.15,19575.0,071987,122016,30.99,2.0,0,2,97,10.0,33.0,44.3,0.303,0.032,10746
27506,156000.0,687.0,3,989.14,30000.0,112001,122016,17.89,2.0,0,2,75,8.0,25.0,49.1,0.32,0.033,5509
27507,85000.0,667.0,2,439.82,12000.0,052001,122016,12.3,0.0,0,2,72,6.0,9.0,73.0,0.667,0.037,5693
27508,125168.0,697.0,2,392.45,16500.0,111998,122016,7.72,0.0,1,2,92,7.0,8.0,37.7,0.875,0.024,6605
27509,164900.0,677.0,3,700.78,24000.0,072009,122016,9.95,4.0,1,2,19,10.0,17.0,36.9,0.588,0.029,2710
27510,181097.0,662.0,2,665.49,19200.0,122005,122016,23.31,1.0,0,2,93,12.0,17.0,77.7,0.706,0.035,4018
27511,200000.0,727.0,3,762.35,20800.0,091983,122016,25.78,2.0,0,2,92,15.0,30.0,55.8,0.5,0.037,12145
27512,167800.0,697.0,3,1082.98,36000.0,062002,122016,34.66,2.0,1,2,87,7.0,21.0,78.9,0.333,0.03,5297
27513,69096.0,712.0,1,72.35,2000.0,061999,122016,15.02,3.0,0,2,85,14.0,21.0,34.4,0.667,0.031,6393
27514,98120.0,707.0,2,610.75,18000.0,082005,122016,14.7,0.0,0,2,46,10.0,38.0,73.9,0.263,0.034,4140
27515,224000.0,687.0,2,1247.68,35000.0,032000,122016,16.73,1.0,0,2,10,6.0,17.0,15.0,0.353,0.036,6119
27516,130000.0,787.0,3,308.73,10000.0,051987,122016,13.36,4.0,0,2,43,15.0,26.0,3.0,0.577,0.031,10807
27517,159000.0,662.0,2,512.6,15000.0,022003,122016,12.68,0.0,0,2,75,5.0,13.0,49.6,0.385,0.034,5052
27518,284000.0,697.0,3,751.97,24000.0,041991,122016,6.55,4.0,0,2,77,8.0,24.0,38.7,0.333,0.031,9376
27519,125000.0,697.0,3,586.42,16000.0,092013,122016,18.44,1.0,0,2,89,10.0,11.0,75.4,0.909,0.037,1187
27520,115000.0,682.0,2,703.05,20000.0,052004,122016,30.24,1.0,0,2,44,9.0,16.0,70.9,0.562,0.035,4597
27521,310120.0,672.0,2,1196.05,35000.0,042006,122016,7.36,0.0,0,2,90,14.0,17.0,60.6,0.824,0.034,3897
27522,110000.0,707.0,3,444.25,13000.0,092001,122016,19.91,1.0,0,2,37,7.0,9.0,86.9,0.778,0.034,5570
27523,186000.0,702.0,2,546.6,20000.0,062008,122016,18.84,0.0,1,2,44,13.0,17.0,41.5,0.765,0.027,3105
27524,325727.04144222336,692.0,3,704.95,21000.0,032000,122016,10.46,2.0,0,2,29,12.0,42.0,89.4,0.286,0.034,6119
27525,106800.0,667.0,3,214.32,6500.0,112006,122016,24.66,1.0,0,2,45,8.0,23.0,71.4,0.348,0.033,3683
27526,180000.0,697.0,2,1230.33,35000.0,031999,122016,25.16,0.0,0,2,80,14.0,24.0,58.9,0.583,0.035,6485
27527,146000.0,682.0,3,1174.91,35000.0,081999,122016,47.04,3.0,0,2,92,12.0,30.0,76.7,0.4,0.034,6332
27528,174000.0,662.0,3,574.82,16125.0,042006,122016,26.21,2.0,0,2,77,9.0,40.0,77.2,0.225,0.036,3897
27529,88395.0,727.0,1,588.87,21000.0,042011,122016,14.13,0.0,1,2,48,7.0,8.0,24.8,0.875,0.028,2071
27530,120000.0,772.0,2,519.91,15000.0,062012,122016,3.47,0.0,0,2,11,3.0,4.0,11.5,0.923,0.035,1644
27531,325727.04144222336,672.0,3,1174.91,35000.0,071994,122016,20.86,5.0,0,2,23,19.0,45.0,54.7,0.388,0.034,8189
27532,160000.0,672.0,2,406.21,16000.0,012002,122016,15.19,0.0,1,2,11,10.0,23.0,62.9,0.435,0.025,5448
27533,124800.0,702.0,3,596.44,16500.0,111997,122016,36.76,1.0,0,2,14,17.0,29.0,49.9,0.586,0.036,6970
27534,224000.0,677.0,3,510.57,21000.0,092001,122016,11.24,3.0,1,2,60,9.0,29.0,51.8,0.31,0.024,5570
27535,205600.0,672.0,2,678.61,20000.0,072008,122016,15.05,0.0,0,2,07,11.0,23.0,62.9,0.478,0.034,3075
27536,286500.0,747.0,3,783.3,25000.0,121996,122016,28.01,5.0,0,2,20,12.0,30.0,30.7,0.4,0.031,7305
27537,105000.0,677.0,3,508.96,15000.0,011984,122016,47.04,3.0,0,2,83,12.0,31.0,41.0,0.387,0.034,12023
27538,56100.0,667.0,2,346.61,10000.0,081991,122016,28.88,0.0,0,2,93,4.0,11.0,80.7,0.364,0.035,9254
27539,169000.0,662.0,3,368.19,11175.0,082004,122016,17.5,1.0,0,2,91,14.0,24.0,10.4,0.583,0.033,4505
27540,325727.04144222336,672.0,3,939.93,28000.0,051983,122016,11.99,3.0,0,2,91,17.0,45.0,42.5,0.37,0.034,12268
27541,210000.0,702.0,3,1153.17,35000.0,032007,122016,23.06,1.0,0,2,85,8.0,20.0,91.1,0.4,0.033,3563
27542,249000.0,667.0,3,534.89,22000.0,061997,122016,16.45,3.0,1,2,92,7.0,23.0,58.7,0.304,0.024,7123
27543,126000.0,702.0,3,644.14,28000.0,092004,122016,34.6,1.0,1,2,68,20.0,30.0,47.3,0.667,0.023,4474
27544,83220.0,667.0,2,121.32,3500.0,072010,122016,27.88,0.0,0,2,04,8.0,19.0,80.3,0.421,0.035,2345
27545,143500.0,677.0,3,615.66,24250.0,062004,122016,29.23,1.0,1,2,63,16.0,28.0,67.0,0.571,0.025,4566
27546,162000.0,682.0,3,1154.0,35000.0,061994,122016,22.15,2.0,0,2,75,8.0,24.0,71.4,0.333,0.033,8219
27547,133000.0,667.0,1,415.2,12150.0,012007,122016,13.53,0.0,0,2,44,7.0,12.0,23.5,0.583,0.034,3622
